,Movie Title,Revenue,popularity,vote_count,vote_average,language,genre_ids
334,Tarzan,171091819,11.118,382,5.5,en,"[28, 12, 16, 10751]"
335,John Wick: Chapter 3 - Parabellum,171015687,40.619,3957,7.1,en,"[28, 80, 53]"
336,A Beautiful Mind,170742341,15.272,6214,7.8,en,"[18, 10749]"
337,Chicago,170687518,11.613,1541,7.2,en,"[35, 80, 18]"
338,The Help,169708112,14.086,4471,8.1,en,[18]
339,Hotel Transylvania 2,169700110,15.824,3555,6.7,en,"[16, 35, 14, 10751]"
340,Hidden Figures,169607287,28.257,5484,8.0,en,"[18, 36]"
341,Bridesmaids,169106725,13.157,3071,6.5,en,"[35, 10749]"
342,Quantum of Solace,168368427,25.406,4967,6.2,en,"[12, 28, 53, 80]"
343,Wild Hogs,168273550,10.924,1356,5.8,en,"[28, 12, 35]"
344,Kong: Skull Island,168052812,26.302,6762,6.4,en,"[28, 12, 14]"
345,Gone Girl,167767189,37.275,11844,7.9,en,"[18, 9648, 53]"
346,Hotel Transylvania 3: Summer Vacation,167510016,21.283,2055,6.8,en,"[16, 35, 14, 10751]"
347,Casino Royale,167445960,28.534,6736,7.4,en,"[28, 12, 53]"
348,Casino Royale,167445960,12.019,348,5.5,en,"[28, 12, 35]"
349,Meet the Parents,166244045,11.699,3712,6.6,en,"[35, 10749]"
350,Fifty Shades of Grey,166167230,27.029,7077,5.5,en,"[18, 53, 10749]"
351,2012,166112167,17.047,8358,5.7,en,"[28, 12, 878]"
352,Robin Hood: Prince of Thieves,165493908,14.205,1879,6.8,en,"[12, 28, 18, 10749]"
353,Kung Fu Panda 2,165249063,15.746,4132,6.8,en,"[16, 10751]"
354,Knives Out,164768503,87.939,2515,7.8,en,"[35, 80, 18, 9648, 53]"
355,Catch Me If You Can,164615351,15.496,8519,7.9,en,"[80, 18]"
356,The Proposal,163958031,12.009,3881,6.9,en,"[35, 18, 10749]"
357,The Pursuit of Happyness,163566459,13.87,5934,7.9,en,[18]
358,Big Daddy,163479795,10.207,1952,6.4,en,"[35, 18]"
359,Clash of the Titans,163214888,13.271,4103,5.8,en,"[28, 12, 14]"
360,Clash of the Titans,163214888,9.785,375,6.8,en,"[12, 14, 878, 10751]"
361,The SpongeBob Movie: Sponge Out of Water,162994032,13.924,1294,5.8,en,"[12, 16, 35, 14, 10751]"
362,Batman Returns,162902340,20.193,3701,6.8,en,"[28, 14]"
363,Django Unchained,162805434,23.894,17542,8.1,en,"[18, 37]"
364,A Bug's Life,162798565,24.1,5666,6.9,en,"[12, 16, 35, 10751]"
365,Jason Bourne,162434410,15.404,3901,6.2,en,"[28, 53]"
366,Grown Ups,162001186,13.403,3562,6.2,en,[35]
367,The Waterboy,161491646,8.988,990,5.9,en,[35]
368,Ice Age: Continental Drift,161321843,18.858,5070,6.3,en,"[16, 35, 12, 10751]"
369,Straight Outta Compton,161197785,19.548,2225,7.7,en,"[18, 10402]"
370,Die Another Day,160942139,17.319,2074,5.9,en,"[28, 12, 53]"
371,Shark Tale,160861908,15.77,4146,6.0,en,"[28, 16, 35, 10751]"
372,How to Train Your Dragon: The Hidden World,160799505,31.054,3095,7.7,en,"[12, 16, 10751]"
373,The Heat,159582188,11.849,2671,6.6,en,"[28, 35, 80]"
374,Fantastic Beasts: The Crimes of Grindelwald,159555901,30.523,6185,6.8,en,"[12, 14, 10751]"
375,Halloween,159342015,20.249,2542,6.4,en,"[27, 53]"
376,Halloween,159342015,16.263,2789,7.5,en,"[27, 53]"
377,Halloween,159342015,10.132,1212,6.1,en,[27]
378,Halloween,58272029,20.249,2542,6.4,en,"[27, 53]"
379,Halloween,58272029,16.263,2789,7.5,en,"[27, 53]"
380,Halloween,58272029,10.132,1212,6.1,en,[27]
381,Halloween,47000000,20.249,2542,6.4,en,"[27, 53]"
382,Halloween,47000000,16.263,2789,7.5,en,"[27, 53]"
383,Halloween,47000000,10.132,1212,6.1,en,[27]
384,The Sound of Music,159287539,10.644,1890,7.7,en,"[18, 10751, 10402, 10749]"
385,The Secret Life of Pets 2,158874395,21.792,1078,6.6,en,"[12, 16, 35, 10751]"
386,Star Trek Beyond,158848340,18.576,4640,6.7,en,"[28, 12, 878]"
387,The Firm,158348367,12.102,1017,6.7,en,"[18, 9648, 53]"
388,The Longest Yard,158119460,12.237,1804,6.4,en,"[35, 18]"
389,The Longest Yard,158119460,7.016,129,6.7,en,"[35, 80]"
390,Scary Movie,157019771,12.509,3896,6.2,en,[35]
391,1917,156697539,66.761,3001,8.0,en,"[28, 18, 10752]"
392,Fatal Attraction,156645693,10.677,704,6.8,en,"[18, 53]"
393,Who Framed Roger Rabbit,156452370,18.637,3311,7.4,en,"[14, 16, 35, 80, 10751]"
394,The Sting,156000000,13.705,1280,8.1,en,"[35, 80, 18]"
395,What Lies Beneath,155464351,10.661,1036,6.4,en,"[18, 27, 9648, 53]"
396,X-Men: Apocalypse,155442489,24.022,9108,6.5,en,"[28, 12, 14, 878]"
397,The Mummy,155385488,22.61,5560,6.8,en,"[28, 12, 14]"
398,The Mummy,155385488,14.679,4935,5.5,en,"[28, 12, 14, 27, 53]"
399,The Mummy,155385488,9.656,256,7.0,en,[27]
400,The Mummy,80227895,22.61,5560,6.8,en,"[28, 12, 14]"
401,The Mummy,80227895,14.679,4935,5.5,en,"[28, 12, 14, 27, 53]"
402,The Mummy,80227895,9.656,256,7.0,en,[27]
403,Snow White and the Huntsman,155332381,14.697,5763,5.9,en,"[12, 14, 18]"
404,San Andreas,155190832,23.667,5641,6.1,en,"[28, 18, 53]"
405,Over the Hedge,155019340,15.766,2722,6.4,en,"[16, 35, 10751]"
406,Fantastic Four,154696080,16.607,6285,5.7,en,"[28, 12, 14, 878]"
407,Fantastic Four,154696080,16.026,4167,4.4,en,"[28, 12, 878]"
408,Fantastic Four,56117548,16.607,6285,5.7,en,"[28, 12, 14, 878]"
409,Fantastic Four,56117548,16.026,4167,4.4,en,"[28, 12, 878]"
410,Horton Hears a Who!,154529439,11.595,2005,6.3,en,"[12, 16, 35, 14, 10751]"
411,Mad Max: Fury Road,154058340,24.972,15712,7.5,en,"[28, 12, 878]"
412,Jerry Maguire,153952592,11.942,1825,6.9,en,"[35, 18, 10749]"
413,Trolls,153707064,18.778,2098,6.6,en,"[12, 16, 35, 14, 10402, 10751]"
414,Beverly Hills Cop II,153665036,14.408,1262,6.4,en,"[28, 35, 80]"
415,Scooby-Doo,153294164,14.619,2308,5.7,en,"[12, 35, 9648]"
416,Gremlins,153083102,15.117,3818,7.1,en,"[14, 27, 35]"
417,Cars 3,152901115,20.345,3000,6.7,en,"[12, 16, 35, 10751]"
418,Sex and the City,152647258,10.58,1176,6.4,en,"[35, 18, 10749]"
419,Runaway Bride,152257509,11.175,1153,6.0,en,"[35, 10749]"
420,La La Land,151101803,23.75,11304,7.9,en,"[35, 18, 10749, 10402]"
421,Divergent,150947895,16.389,9120,6.9,en,"[28, 12, 878]"
422,Rambo: First Blood Part II,150415432,17.067,1955,6.5,en,"[28, 12, 53, 10752]"
423,We're the Millers,150394119,15.044,5849,6.8,en,"[35, 80]"
424,Terminator 3: Rise of the Machines,150371112,18.93,4063,6.0,en,"[28, 53, 878]"
425,Daddy's Home,150357137,11.501,1886,6.1,en,[35]
426,G.I. Joe: The Rise of Cobra,150201498,15.555,3112,5.7,en,"[12, 28, 53, 878]"
427,Neighbors,150157400,15.114,4965,6.2,en,[35]
428,American Hustle,150117807,12.03,4955,6.8,en,"[80, 18]"
429,Puss in Boots,149260504,11.007,1699,6.3,en,"[28, 12, 16, 35, 14, 10751]"
430,Les Misérables,148809770,15.151,288,8.2,fr,"[80, 18, 53]"
431,Les Misérables,148809770,16.667,3657,7.4,en,"[18, 36]"
432,Les Misérables,148809770,9.155,320,7.3,en,"[80, 18, 36, 10749]"
433,Knocked Up,148768917,13.577,2440,6.2,en,"[35, 18, 10749]"
434,As Good as It Gets,148478011,8.729,2061,7.4,en,"[35, 10749]"
435,Little Fockers,148438600,11.273,2122,5.6,en,"[35, 10749]"
436,Megamind,148415853,15.953,4126,6.8,en,"[28, 16, 35, 878, 10751]"
437,Hotel Transylvania,148313048,15.405,5650,6.9,en,"[16, 35, 10751, 14]"
438,Talladega Nights: The Ballad of Ricky Bobby,148213377,11.004,926,6.3,en,[35]
439,Gran Torino,148095302,14.571,6604,8.0,en,[18]
440,Lethal Weapon 2,147253986,12.527,1983,6.9,en,"[28, 12, 35, 80, 53]"
441,War for the Planet of the Apes,146880162,15.919,5768,7.1,en,"[18, 878, 10752]"
442,Paul Blart: Mall Cop,146336178,10.523,1536,5.3,en,"[28, 12, 35, 10751]"
443,True Lies,146282411,14.354,2243,6.9,en,"[28, 53]"
444,Lilo & Stitch,145794338,14.912,3555,7.4,en,"[16, 10751]"
445,The Meg,145443742,26.11,3589,5.9,en,"[28, 27, 878]"
446,American Pie 2,145103595,15.65,3006,6.1,en,"[35, 10749]"
447,Taken,145000989,15.76,7471,7.3,en,"[28, 53]"
448,One Hundred and One Dalmatians,144880014,19.35,3922,7.1,en,"[12, 16, 35, 10751]"
449,The Great Gatsby,144840419,17.937,8023,7.4,en,"[18, 10749]"
450,The Great Gatsby,144840419,8.496,274,6.3,en,"[18, 10749]"
451,The Santa Clause,144833357,11.082,1148,6.3,en,"[14, 18, 35, 10751]"
452,"I, Robot",144801023,27.054,7741,6.9,en,"[28, 878]"
453,Lethal Weapon 3,144731527,11.066,1591,6.6,en,"[28, 12, 35, 80, 53]"
454,Mamma Mia!,144169664,16.722,4202,6.9,en,"[35, 10749]"
455,Doctor Dolittle,144156605,12.2,1871,5.6,en,"[35, 10751, 14]"
456,Doctor Dolittle,144156605,12.115,91,6.2,en,"[35, 14, 10402, 10751]"
457,Pokémon Detective Pikachu,144105346,30.435,3260,6.9,en,"[28, 12, 14]"
458,Rio,143619809,15.18,4149,6.6,en,"[16, 12, 35, 10751]"
459,Kung Fu Panda 3,143528619,21.085,3276,6.7,en,"[28, 12, 16, 35, 10751]"
460,Juno,143495265,12.055,4643,7.0,en,"[35, 18, 10749]"
461,Marley & Me,143153751,9.534,3044,7.2,en,"[35, 10751]"
462,The Smurfs,142614158,11.642,2415,5.7,en,"[12, 16, 35, 14, 10751]"
463,xXx,142109382,17.747,2668,5.9,en,"[28, 12, 9648, 53]"
464,The Chronicles of Narnia: Prince Caspian,141621490,18.806,4046,6.5,en,"[12, 14, 10751]"
465,Pocahontas,141579773,16.678,3663,6.9,en,"[12, 16, 10749, 10751]"
466,A Few Good Men,141340178,12.255,1824,7.4,en,[18]
467,Slumdog Millionaire,141319928,15.337,6734,7.7,en,"[18, 10749]"
468,Rush Hour,141186864,14.454,2566,6.9,en,"[28, 35, 80]"
469,The Blair Witch Project,140539099,10.989,2603,6.3,en,"[27, 9648]"
470,Deep Impact,140464664,15.776,1650,6.1,en,"[28, 18, 878]"
471,Shazam!,140371656,34.909,4385,7.0,en,"[28, 35, 14]"
472,Ocean's Eight,140218711,19.867,4578,6.9,en,"[28, 35, 80, 53]"
473,Rush Hour 3,140125968,9.554,1688,6.2,en,"[28, 35, 80]"
474,Look Who's Talking,140088813,9.416,1277,6.0,en,"[35, 10749]"
475,Stuart Little,140035367,12.703,2625,6.0,en,"[14, 10751, 35]"
476,Taken 2,139854287,11.709,4421,6.2,en,"[28, 80, 53]"
477,Sister Act,139605150,12.836,1843,6.7,en,"[35, 10402]"
478,The Matrix Revolutions,139313948,18.201,5790,6.6,en,"[12, 28, 53, 878]"
479,The Santa Clause 2,139236327,10.324,719,5.7,en,"[14, 35, 10751]"
480,The King's Speech,138797449,17.615,5677,7.7,en,"[18, 36]"
481,Cheaper by the Dozen,138614544,10.856,1762,6.2,en,"[35, 10751]"
482,Bad Boys II,138608444,17.578,3102,6.5,en,"[28, 12, 35, 80, 53]"
483,Platoon,138530565,17.236,2431,7.7,en,"[18, 10752, 28]"
484,21 Jump Street,138447667,14.335,7168,6.8,en,"[28, 35, 80]"
485,Good Will Hunting,138433435,17.376,6822,8.1,en,[18]
486,Split,138291365,40.905,11675,7.3,en,"[27, 53]"
487,A Christmas Carol,137855863,12.524,2865,6.8,en,"[16, 10751]"
488,A Christmas Carol,137855863,8.744,140,7.3,en,"[18, 14, 10751, 10770]"
489,Dinosaur,137748063,11.988,1372,6.4,en,"[16, 10751]"
490,Ready Player One,137690172,26.189,8484,7.6,en,"[12, 878]"
491,The Conjuring,137400141,16.389,6711,7.5,en,"[27, 53]"
492,Click,137355633,16.397,4466,6.1,en,"[35, 18, 14, 10749]"
493,The Green Mile,136801374,26.472,9506,8.5,en,"[14, 18, 80]"
494,Ransom,136492681,14.486,953,6.6,en,"[28, 53]"
495,101 Dalmatians,136189294,16.301,1980,5.8,en,"[35, 10751]"
496,Argo,136025503,13.775,5620,7.2,en,"[18, 53]"
497,Anger Management,135645823,12.83,1882,6.0,en,[35]
498,Chicken Little,135386665,17.258,2340,5.8,en,"[16, 10751, 35]"
499,Close Encounters of the Third Kind,135189114,22.476,2349,7.4,en,"[18, 878]"
500,Patch Adams,135026902,7.526,1912,7.2,en,"[35, 18]"
501,The Godfather,134966411,30.328,11495,8.7,en,"[80, 18]"
502,Ride Along,134938200,10.583,1418,6.2,en,"[28, 35]"
503,The Incredible Hulk,134806913,20.671,7152,6.2,en,"[878, 28, 12]"
504,Live Free or Die Hard,134529403,16.621,3652,6.5,en,"[28, 53]"
505,Wanted,134508551,18.64,4654,6.4,en,"[28, 80, 53]"
506,Identity Thief,134506920,9.12,2402,5.8,en,"[35, 80]"
507,Superman,134451603,17.047,2132,7.1,en,"[28, 12, 878]"
508,The Rock,134069511,12.803,2615,7.0,en,"[28, 12, 53]"
509,Mission: Impossible III,134029801,16.279,4031,6.6,en,"[28, 12, 53]"
510,Grown Ups 2,133668525,10.573,2378,5.9,en,[35]
511,Troy,133378256,19.596,6154,7.0,en,"[12, 36]"
512,Angels & Demons,133375846,13.899,4388,6.6,en,"[9648, 53]"
513,Alvin and the Chipmunks: Chipwrecked,133110742,16.11,1256,5.6,en,"[16, 35, 14, 10402, 10751]"
514,Bringing Down the House,132716677,9.857,383,5.7,en,[35]
515,Wonder,132422809,21.088,4676,8.2,en,[18]
516,The Departed,132384315,20.695,9017,8.1,en,"[18, 53, 80]"
517,Hulk,132177234,23.381,3582,5.4,en,"[28, 878]"
518,Silver Linings Playbook,132092958,11.48,8405,7.1,en,"[35, 18, 10749]"
519,Minority Report,132072926,15.791,5202,7.3,en,"[28, 53, 878, 9648]"
520,Sonic the Hedgehog,131941855,257.563,591,7.2,en,"[28, 35, 878, 10751]"
521,The Last Airbender,131772187,13.925,2421,4.6,en,"[28, 12, 14, 10751]"
522,Rio 2,131538435,12.31,2041,6.4,en,"[12, 16, 35, 10751]"
523,Lara Croft: Tomb Raider,131168070,16.086,4140,5.8,en,"[12, 14, 28, 53]"
524,"Honey, I Shrunk the Kids",130724172,14.369,1743,6.2,en,"[12, 35, 878, 10751]"
525,The Flintstones,130531208,9.484,1434,5.2,en,"[35, 14, 10751]"
526,Lethal Weapon 4,130444603,12.536,1493,6.5,en,"[28, 12, 35, 80, 53]"
527,Get Smart,130319208,9.725,2127,6.1,en,"[28, 35, 53]"
528,Insurgent,130179072,32.815,7392,6.3,en,"[28, 12, 878, 53]"
529,The Peanuts Movie,130178411,12.468,981,6.6,en,"[12, 16, 35, 10751]"
530,Transformers: The Last Knight,130168683,19.968,3641,6.0,en,"[28, 12, 878, 53]"
531,American Gangster,130164645,16.816,3070,7.6,en,"[80, 18]"
532,American Beauty,130096601,23.271,7451,8.0,en,[18]
533,An Officer and a Gentleman,129795554,12.264,545,6.9,en,"[18, 10749]"
534,The Ring,129128133,13.232,3685,6.6,en,"[27, 9648]"
535,The Nutty Professor,128814019,11.677,1792,5.6,en,"[35, 14, 878, 10749]"
536,The Nutty Professor,128814019,7.624,187,6.7,en,"[35, 878, 10749, 10751]"
537,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,128505958,11.685,2935,6.6,en,[35]
538,Kingsman: The Secret Service,128261724,20.1,11295,7.6,en,"[28, 12, 35, 80]"
539,Robots,128200012,14.689,2866,6.3,en,"[16, 35, 878, 10751]"
540,Coming to America,128152301,14.023,2133,6.7,en,"[35, 10749]"
541,"Crouching Tiger, Hidden Dragon",128078872,16.464,1802,7.3,zh,"[28, 12, 18, 10749]"
542,Shutter Island,128012934,23.512,14518,8.1,en,"[18, 9648, 53]"
543,Into the Woods,128002372,21.566,3186,5.7,en,"[35, 14]"
544,Rocky IV,127873716,14.038,2370,6.9,en,[18]
545,Enchanted,127807262,15.617,3567,6.7,en,"[35, 10751, 14, 10749]"
546,The Curious Case of Benjamin Button,127509326,16.348,7678,7.5,en,"[18, 14, 9648, 53, 10749]"
547,Central Intelligence,127440871,13.594,3562,6.3,en,"[28, 35, 9648]"
548,Anchorman 2: The Legend Continues,127352707,10.405,1586,6.1,en,[35]
549,Sweet Home Alabama,127223418,10.176,875,6.3,en,"[35, 10749]"
550,Bumblebee,127195589,28.515,3335,6.5,en,"[28, 12, 878]"
551,Dumb and Dumber,127175374,12.468,3793,6.5,en,[35]
552,My Best Friend's Wedding,127120029,6.694,1493,6.5,en,"[35, 10749]"
553,Super 8,127004179,12.502,4384,6.7,en,"[9648, 878, 53]"
554,The World Is Not Enough,126943684,18.47,1629,6.2,en,"[28, 12, 53]"
555,Sleepless in Seattle,126808165,11.069,1297,6.7,en,"[35, 18, 10749]"
556,Smokey and the Bandit,126737428,9.418,368,6.8,en,"[28, 12, 35]"
557,Lucy,126663600,18.871,10996,6.3,en,"[28, 878]"
558,The Legend of Tarzan,126643061,16.067,4466,5.8,en,"[28, 12]"
559,Bee Movie,126631277,17.177,2927,5.9,en,"[12, 16, 35, 10751]"
560,Prometheus,126477084,20.435,8049,6.4,en,"[12, 9648, 878]"
561,Safe House,126373434,21.734,2216,6.4,en,"[28, 53]"
562,Mr. Deeds,126293452,11.063,1335,5.7,en,"[35, 10749]"
563,The Truman Show,125618201,19.639,10627,8.1,en,"[35, 18]"
564,Erin Brockovich,125595205,9.869,1716,7.3,en,[18]
565,Ocean's Twelve,125544280,13.339,4489,6.5,en,"[80, 53]"
566,Terminator Salvation,125322469,19.57,4194,6.0,en,"[28, 878, 53]"
567,Charlie's Angels,125305545,99.344,577,6.4,en,"[28, 12, 35]"
568,Charlie's Angels,125305545,23.923,2641,5.7,en,"[28, 12, 35, 80, 53]"
569,Tomorrow Never Dies,125304276,20.608,1758,6.2,en,"[28, 12, 53]"
570,Lone Survivor,125095601,14.857,2552,7.4,en,"[28, 18, 10752]"
571,Sully,125070033,16.85,4429,7.1,en,"[18, 36]"
572,Rocky III,125049125,13.69,2216,6.8,en,[18]
573,The Vow,125014030,15.043,2692,7.1,en,"[18, 10749]"
574,Life of Pi,124987023,14.465,9476,7.3,en,"[28, 12, 18]"
575,The Fault in Our Stars,124872350,17.562,8039,7.6,en,"[18, 10749]"
576,Cloudy with a Chance of Meatballs,124870275,14.352,3724,6.5,en,"[16, 35, 10751]"
577,The Devil Wears Prada,124740460,25.356,7442,7.3,en,"[35, 18, 10749]"
578,Something's Gotta Give,124728738,10.375,864,6.6,en,"[35, 18, 10749]"
579,Traffic,124115725,15.943,1124,7.1,en,"[80, 18, 53]"
580,The Birdcage,124060553,8.34,607,7.0,en,[35]
581,City Slickers,124033791,10.816,417,6.4,en,"[35, 37]"
582,"Good Morning, Vietnam",123922370,9.563,1408,7.3,en,"[35, 18, 10752]"
583,Rango,123477607,15.283,3829,6.6,en,"[16, 35, 10751, 37, 12]"
584,Nutty Professor II: The Klumps,123309890,10.08,790,4.9,en,"[35, 14, 878, 10749]"
585,The Good Dinosaur,123087120,19.251,3492,6.7,en,"[12, 16, 10751]"
586,G.I. Joe: Retaliation,122523060,13.478,4124,5.5,en,"[28, 12, 878, 53]"
587,Clear and Present Danger,122187717,11.935,746,6.6,en,"[28, 18, 53]"
588,The Hunt for Red October,122012643,14.518,1746,7.4,en,"[28, 12, 53]"
589,The Bodyguard,122006740,12.066,1519,6.5,en,"[28, 18, 10402, 53, 10749]"
590,Wayne's World,121697323,9.145,1325,6.6,en,"[35, 10402]"
591,The Bourne Identity,121661683,18.053,5958,7.4,en,"[28, 18, 9648, 53]"
592,Superbad,121463226,13.411,4039,7.0,en,[35]
593,Speed,121248145,11.802,3490,7.0,en,"[28, 12, 80]"
594,50 First Dates,120908074,13.001,4614,6.8,en,"[35, 10749]"
595,Mamma Mia! Here We Go Again,120634935,11.064,2034,7.2,en,"[35, 10749]"
596,Mulan,120620254,21.644,5530,7.9,en,"[12, 16, 10751]"
597,Mulan,120620254,32.065,0,0.0,en,"[28, 18, 10752]"
598,Inglourious Basterds,120540719,26.248,13795,8.2,en,"[18, 28, 53, 10752]"
599,Seabiscuit,120277854,8.304,469,7.0,en,"[18, 36]"
600,Van Helsing,120177084,21.686,3465,6.2,en,"[28, 12, 27]"
601,Four Christmases,120146040,9.705,643,5.6,en,"[35, 10749, 18]"
602,I Now Pronounce You Chuck & Larry,120059556,13.35,1344,5.9,en,"[35, 10749]"
603,The Mask,119938730,28.11,6095,6.8,en,"[10749, 35, 80, 14]"
604,Cloudy with a Chance of Meatballs 2,119793567,15.375,1913,6.4,en,"[16, 35, 10751]"
605,Hook,119654823,14.604,3346,6.9,en,"[12, 14, 35, 10751]"
606,Blazing Saddles,119601481,10.532,1048,7.3,en,"[35, 37]"
607,Walk the Line,119519402,12.574,1580,7.5,en,"[18, 10402, 10749]"
608,G-Force,119436770,14.349,1072,5.2,en,"[28, 12, 35, 14, 10751]"
609,Total Recall,119412921,15.089,3789,5.9,en,"[28, 12, 878, 53]"
610,Total Recall,119412921,15.737,3253,7.2,en,"[28, 12, 878]"
611,Total Recall,58877969,15.089,3789,5.9,en,"[28, 12, 878, 53]"
612,Total Recall,58877969,15.737,3253,7.2,en,"[28, 12, 878]"
613,On Golden Pond,119285432,8.589,220,7.4,en,[18]
614,The Other Guys,119219978,10.958,2505,6.2,en,"[28, 35, 80]"
615,Fahrenheit 9/11,119194771,8.958,808,7.1,en,[99]
616,Back to the Future Part II,119000002,12.014,7826,7.7,en,"[12, 35, 878, 10751]"
617,The Sum of All Fears,118907036,10.502,844,6.2,en,"[28, 18, 53]"
618,Hairspray,118871849,18.843,1724,6.6,en,"[35, 18, 10749]"
619,Hairspray,118871849,8.991,223,6.8,en,"[35, 10402, 10751]"
620,The Break-Up,118703275,12.441,1678,5.7,en,"[10749, 35]"
621,Lemony Snicket's A Series of Unfortunate Events,118634549,11.705,3366,6.8,en,"[12, 35, 10751]"
622,Blades of Glory,118594548,10.75,1009,6.0,en,[35]
623,Salt,118311368,12.058,3597,6.3,en,"[28, 9648, 53]"
624,Basic Instinct,117727224,14.55,1819,6.7,en,"[9648, 53]"
625,Now You See Me,117723989,20.203,10916,7.4,en,"[53, 80]"
626,Big Momma's House,117559438,12.381,1330,5.7,en,"[35, 80]"
627,Die Hard 2,117540947,14.21,3341,6.9,en,"[28, 53]"
628,Horrible Bosses,117538559,12.717,4237,6.5,en,"[35, 80]"
629,Ford v Ferrari,117537902,55.539,1739,7.8,en,"[28, 18]"
630,The Nun,117450119,24.511,3425,5.6,en,"[27, 9648, 53]"
631,The Nun,117450119,5.799,97,4.6,es,"[27, 9648]"
632,Rocky,117235147,14.329,4342,7.7,en,[18]
633,Jackass 3D,117229692,11.234,758,6.4,en,"[35, 99, 28]"
634,Ocean's Thirteen,117154724,12.935,3940,6.7,en,"[80, 53]"
635,S.W.A.T.,116934650,11.978,1405,6.0,en,"[28, 53, 80]"
636,The Wolf of Wall Street,116900694,25.157,14223,8.0,en,"[80, 18, 35]"
637,8 Mile,116750901,15.222,3986,7.0,en,"[18, 10402]"
638,Double Jeopardy,116741558,14.834,601,6.4,en,[53]
639,Green Lantern,116601172,16.389,4819,5.1,en,"[28, 12, 878, 53]"
640,Notting Hill,116089678,13.283,3399,7.2,en,"[35, 18, 10749]"
641,The Towering Inferno,116000000,10.209,455,7.1,en,"[28, 53]"
642,You've Got Mail,115821495,9.998,1894,6.6,en,"[35, 10749]"
643,Ghost Rider,115802596,16.051,3668,5.4,en,"[28, 14, 27, 53]"
644,Creed II,115715889,16.851,2836,6.8,en,[18]
645,Remember the Titans,115654751,11.176,1498,7.6,en,[18]
646,District 9,115646235,13.892,6032,7.4,en,[878]
647,Unbroken,115637895,12.353,2513,7.4,en,"[18, 10752]"
648,Peter Rabbit,115253424,17.098,798,6.6,en,"[12, 16, 10751]"
649,Big,115227281,10.805,2073,7.1,en,"[35, 18, 14, 10749, 10751]"
650,Girls Trip,115171585,10.807,1044,6.8,en,[35]
651,The Karate Kid Part II,115103979,10.621,1013,6.1,en,"[28, 12, 18, 10749, 10751]"
652,American Graffiti,115000000,9.056,735,7.1,en,"[35, 18]"
653,Dumbo,114766307,26.995,2409,6.6,en,"[12, 14, 10751]"
654,Dumbo,114766307,19.011,3077,6.9,en,"[16, 10751]"
655,Fifty Shades Darker,114581250,23.362,4868,6.2,en,"[18, 10749]"
656,The Village,114197520,12.958,2400,6.4,en,"[18, 9648, 53]"
657,Bolt,114053579,17.393,3843,6.4,en,"[16, 10751, 12, 35]"
658,Maleficent: Mistress of Evil,113929605,48.476,1977,7.2,en,"[12, 14, 10751]"
659,Wild Wild West,113804681,14.442,2059,5.3,en,"[28, 12, 35, 878, 37]"
660,Night at the Museum: Secret of the Tomb,113746621,23.803,3981,6.1,en,"[12, 35, 14, 10751]"
661,Magic Mike,113721571,8.675,2049,6.1,en,"[35, 18]"
662,The Addams Family,113502426,48.847,607,6.2,en,"[16, 35, 14, 10751]"
663,The Addams Family,113502426,18.666,2567,7.0,en,"[35, 14]"
664,The Addams Family,100044905,48.847,607,6.2,en,"[16, 35, 14, 10751]"
665,The Addams Family,100044905,18.666,2567,7.0,en,"[35, 14]"
666,The Patriot,113330342,16.168,2229,7.1,en,"[28, 18, 36, 10752]"
667,The Patriot,113330342,8.007,97,4.5,en,"[28, 53]"
668,Bad Moms,113257297,15.094,2948,6.5,en,[35]
669,The Bourne Legacy,113203870,16.067,3934,6.1,en,"[28, 53]"
670,The Pacifier,113086868,11.366,1873,6.0,en,"[35, 10751]"
671,Dr. Dolittle 2,112952899,11.008,1024,5.1,en,"[35, 14, 10749, 10751]"
672,The Rocky Horror Picture Show,112892319,10.652,1588,7.6,en,"[35, 14, 27, 878]"
673,It's Complicated,112735375,11.013,807,6.4,en,"[35, 10749]"
674,Spy Kids,112719001,8.718,2101,5.7,en,"[28, 12, 35, 10751]"
675,Ghostbusters II,112494738,15.427,2436,6.4,en,"[35, 14]"
676,Face/Off,112276146,13.144,3006,6.9,en,"[28, 80, 878, 53]"
677,The Hangover Part III,112200072,13.602,5707,6.1,en,[35]
678,Twins,111938388,11.432,1203,5.9,en,[35]
679,Spy Kids 3-D: Game Over,111761982,9.164,1292,5.0,en,"[28, 12, 35, 878, 10751]"
680,Doctor Zhivago,111721910,11.697,538,7.6,en,"[18, 10749, 10752]"
681,Enemy of the State,111549836,11.663,2169,6.9,en,"[28, 18, 53]"
682,The Little Mermaid,111543479,21.383,4761,7.3,en,"[16, 10751, 14]"
683,The Little Mermaid,111543479,17.889,599,5.0,en,"[12, 18, 14, 10749, 10751]"
684,Mr. Peabody & Sherman,111506430,14.394,1508,6.6,en,"[12, 16, 10751]"
685,Porky's,111289673,11.106,357,6.2,en,[35]
686,The Last Samurai,111127263,16.01,3961,7.5,en,"[28, 18, 36, 10752]"
687,Glass,111048468,32.686,4640,6.5,en,"[18, 878, 53]"
688,Spy,110825712,14.172,4243,6.8,en,"[28, 35, 80]"
689,Tropic Thunder,110515313,13.199,3554,6.5,en,"[28, 12, 35, 10752]"
